family,lead,target,tf,L,H,direction,thr_name,n,mean_net,t,p,q,ic_L1H1,robust
F2,BTC-USD,UNI-USD,1d,1,1,rev,p70,196,0.0067581,1.245,0.10731,1,-0.043014,True
F2,BTC-USD,UNI-USD,1h,1,1,cont,0,8062,-0.0040621,-34.781,1,1,-0.012409,False
F2,BTC-USD,UNI-USD,4h,3,3,rev,p80,199,-0.0018661,-0.56269,0.71404,1,0.011662,False
F2,BTC-USD,XLM-USD,1d,2,1,rev,p80,137,0.0091368,1.6566,0.049948,1,-0.011626,True
F2,BTC-USD,XLM-USD,1h,3,3,rev,p80,834,-0.0032954,-4.4362,1,1,-0.0060667,False
F2,BTC-USD,XLM-USD,4h,3,3,rev,p80,199,0.00075523,0.25385,0.39994,1,-0.018818,False
F2,BTC-USD,XRP-USD,1d,3,3,cont,p80,38,0.052441,2.1271,0.020073,1,0.10308,True
F2,BTC-USD,XRP-USD,1h,3,3,rev,p80,834,-0.0030352,-4.0706,0.99998,1,-0.025287,False
F2,BTC-USD,XRP-USD,4h,3,3,rev,p80,199,0.00043453,0.13789,0.44523,1,-0.01338,False
F2,DOGE-USD,ADA-USD,1d,3,3,cont,0,260,0.0037801,0.78375,0.21695,1,-0.036185,True
F2,DOGE-USD,ADA-USD,1h,3,3,rev,p80,836,-0.0029681,-2.7704,0.99714,1,-0.018856,False
F2,DOGE-USD,ADA-USD,4h,3,3,rev,p80,215,-0.0030442,-1.0167,0.84841,1,0.0046673,False
F2,DOGE-USD,ATOM-USD,1d,3,3,rev,p80,69,0.018063,1.3459,0.091408,1,-0.0012984,True
F2,DOGE-USD,ATOM-USD,1h,3,3,rev,p80,836,-0.0035389,-4.6804,1,1,-0.0091858,False
F2,DOGE-USD,ATOM-USD,4h,3,3,rev,p80,215,-0.0035676,-1.179,0.88445,1,0.0063546,False
F2,DOGE-USD,AVAX-USD,1d,3,3,cont,p70,94,0.01181,1.2711,0.10343,1,-0.019012,False
F2,DOGE-USD,AVAX-USD,1h,3,3,rev,p80,836,-0.0034724,-4.4798,1,1,-0.0013378,False
F2,DOGE-USD,AVAX-USD,4h,3,3,rev,p80,215,-0.0037502,-1.3076,0.9038,1,-0.017557,False
F2,DOGE-USD,BCH-USD,1d,2,2,cont,p80,95,0.0038813,0.41273,0.34037,1,0.0099859,False
F2,DOGE-USD,BCH-USD,1h,3,3,rev,p80,836,-0.0033637,-4.928,1,1,-0.0026453,False
F2,DOGE-USD,BCH-USD,4h,3,3,rev,p80,215,-0.0016263,-0.60839,0.74005,1,-0.0080627,False
F2,DOGE-USD,BTC-USD,1d,3,3,rev,p80,69,0.0030106,0.38426,0.35099,1,-0.0090895,True
F2,DOGE-USD,BTC-USD,1h,1,1,cont,0,8018,-0.003974,-73.143,1,1,-0.0073074,False
F2,DOGE-USD,BTC-USD,4h,3,3,rev,p80,215,-0.0036413,-2.6236,0.99534,1,0.00011629,False
F2,DOGE-USD,DOT-USD,1d,3,3,rev,p80,67,0.005541,0.47713,0.31742,1,-0.018706,True
F2,DOGE-USD,DOT-USD,1h,3,3,rev,p80,836,-0.0034203,-4.3954,0.99999,1,-0.0073626,False
F2,DOGE-USD,DOT-USD,4h,3,3,rev,p80,215,-0.0033017,-1.1587,0.8775,1,-0.0010378,False
F2,DOGE-USD,ETH-USD,1d,3,3,cont,0,260,0.0014663,0.42894,0.33416,1,-0.021389,False
F2,DOGE-USD,ETH-USD,1h,1,1,cont,0,8018,-0.0038772,-49.233,1,1,0.0069426,False
F2,DOGE-USD,ETH-USD,4h,3,3,rev,p80,215,-0.0046649,-2.1719,0.98735,1,0.0215,False
F2,DOGE-USD,LINK-USD,1d,3,3,cont,p80,72,0.0078823,0.9321,0.17722,1,7.023e-06,False
F2,DOGE-USD,LINK-USD,1h,3,3,rev,p80,836,-0.0025387,-3.0476,0.99881,1,-0.0089698,False
F2,DOGE-USD,LINK-USD,4h,3,3,rev,p80,215,-0.0027437,-0.88222,0.81447,1,-0.011812,False
F2,DOGE-USD,LTC-USD,1d,3,3,rev,p80,69,0.0041358,0.43945,0.33086,1,0.017628,True
F2,DOGE-USD,LTC-USD,1h,3,3,rev,p80,836,-0.0031052,-4.1011,0.99998,1,-0.011373,False
F2,DOGE-USD,LTC-USD,4h,3,3,rev,p80,215,-0.0024189,-0.91409,0.82783,1,0.003286,False
F2,DOGE-USD,SHIB-USD,1d,3,3,cont,p70,95,0.041626,1.8106,0.036702,1,-0.001201,True
F2,DOGE-USD,SHIB-USD,1h,1,1,cont,0,8018,-0.0040225,-40.97,1,1,-0.0025148,False
F2,DOGE-USD,SHIB-USD,4h,3,3,rev,p80,215,-0.0023442,-0.92635,0.83199,1,-0.019257,False
F2,DOGE-USD,SOL-USD,1d,3,3,cont,0,259,0.012188,2.074,0.019534,1,-0.015451,True
F2,DOGE-USD,SOL-USD,1h,3,3,rev,p80,836,-0.0032097,-4.5777,1,1,-0.018709,False
F2,DOGE-USD,SOL-USD,4h,3,3,rev,p80,215,-0.0040486,-1.5703,0.94109,1,0.015569,False
F2,DOGE-USD,UNI-USD,1d,2,2,rev,p70,138,0.0064401,0.8091,0.20993,1,-0.026532,False
F2,DOGE-USD,UNI-USD,1h,3,3,rev,p80,836,-0.0033038,-3.9268,0.99995,1,-0.0030676,False
F2,DOGE-USD,UNI-USD,4h,3,3,rev,p80,215,-0.0033159,-1.1102,0.86593,1,0.0097921,False
F2,DOGE-USD,XLM-USD,1d,2,2,cont,p80,95,0.0051703,0.59961,0.2751,1,0.025056,False
F2,DOGE-USD,XLM-USD,1h,3,3,rev,p80,836,-0.0030801,-3.6891,0.99996,1,-0.0057206,False
F2,DOGE-USD,XLM-USD,4h,3,3,rev,p80,215,-0.0005551,-0.19337,0.57876,1,-0.015373,False
F2,DOGE-USD,XRP-USD,1d,3,3,cont,p80,34,0.032673,1.6588,0.053311,1,0.0699,False
F2,DOGE-USD,XRP-USD,1h,3,3,rev,p80,836,-0.0028149,-3.3428,0.99968,1,-0.026731,False
F2,DOGE-USD,XRP-USD,4h,3,3,cont,p80,214,-0.0015508,-0.62219,0.73276,1,-0.016674,False
F2,DOT-USD,ADA-USD,1d,3,3,cont,0,266,0.0032003,0.68046,0.2484,1,-0.023867,False
F2,DOT-USD,ADA-USD,1h,1,1,cont,0,7708,-0.0041575,-37.035,1,1,-0.018106,False
F2,DOT-USD,ADA-USD,4h,3,3,cont,p80,198,-0.0023155,-0.80481,0.78905,1,0.02214,False
F2,DOT-USD,ATOM-USD,1d,2,2,cont,p80,94,0.005344,0.72547,0.23499,1,0.018388,True
F2,DOT-USD,ATOM-USD,1h,1,1,cont,0,7708,-0.0041442,-43.292,1,1,-0.0089346,False
F2,DOT-USD,ATOM-USD,4h,3,3,cont,p80,198,-0.0019819,-0.775,0.78036,1,0.020024,False
F2,DOT-USD,AVAX-USD,1d,3,3,cont,p80,64,0.0084308,0.65947,0.256,1,-0.011969,True
F2,DOT-USD,AVAX-USD,1h,1,1,cont,0,7708,-0.0041127,-39.236,1,1,-0.0076041,False
F2,DOT-USD,AVAX-USD,4h,3,3,cont,p80,198,-0.002754,-1.0951,0.86319,1,-0.00096331,False
F2,DOT-USD,BCH-USD,1d,3,3,cont,0,266,0.0014966,0.3005,0.38202,1,0.0046779,False
F2,DOT-USD,BCH-USD,1h,1,1,cont,0,7708,-0.0039812,-40.833,1,1,0.0015972,False
F2,DOT-USD,BCH-USD,4h,3,3,rev,p80,225,-0.0034033,-1.3262,0.90694,1,-0.0011212,False
F2,DOT-USD,BTC-USD,1d,3,3,cont,p80,71,0.0033251,0.53039,0.29876,1,-0.01494,True
F2,DOT-USD,BTC-USD,1h,1,1,cont,0,7708,-0.0040319,-71.182,1,1,-0.0054922,False
F2,DOT-USD,BTC-USD,4h,3,3,cont,p80,198,-0.0039421,-2.9567,0.99832,1,0.012824,False
F2,DOT-USD,DOGE-USD,1d,2,2,cont,p70,133,0.01337,1.7371,0.042347,1,-0.024202,True
F2,DOT-USD,DOGE-USD,1h,3,3,rev,p80,880,-0.0035994,-4.6548,1,1,-0.00039766,False
F2,DOT-USD,DOGE-USD,4h,3,3,cont,p80,198,0.00044946,0.14371,0.44473,1,0.015619,False
F2,DOT-USD,ETH-USD,1d,3,3,cont,p80,71,0.0064686,0.8704,0.19353,1,-0.011137,True
F2,DOT-USD,ETH-USD,1h,1,1,cont,0,7708,-0.0039871,-48.756,1,1,0.010709,False
F2,DOT-USD,ETH-USD,4h,3,3,cont,p80,198,-0.0026037,-1.3109,0.90916,1,0.035993,False
F2,DOT-USD,LINK-USD,1d,3,3,cont,0,266,0.004392,0.94131,0.1737,1,0.00042066,False
F2,DOT-USD,LINK-USD,1h,3,3,rev,p80,880,-0.0033502,-4.4906,1,1,-0.011092,False
F2,DOT-USD,LINK-USD,4h,3,3,cont,p80,198,-0.0031949,-1.2798,0.89895,1,0.0079819,False
F2,DOT-USD,LTC-USD,1d,1,1,rev,p70,199,0.00068034,0.20571,0.41861,1,-0.024418,False
F2,DOT-USD,LTC-USD,1h,3,3,rev,p80,880,-0.0033451,-4.6888,1,1,-0.01217,False
F2,DOT-USD,LTC-USD,4h,3,3,cont,p80,198,-0.0021167,-0.90994,0.81802,1,0.012895,False
F2,DOT-USD,SHIB-USD,1d,3,3,cont,0,246,0.01723,1.4425,0.075224,1,-0.016269,True
F2,DOT-USD,SHIB-USD,1h,1,1,cont,0,7708,-0.0040842,-40.513,1,1,-0.0041273,False
F2,DOT-USD,SHIB-USD,4h,3,3,cont,p80,198,-0.0022616,-0.94275,0.82652,1,0.0037132,False
F2,DOT-USD,SOL-USD,1d,2,2,cont,p70,133,0.013971,1.8191,0.035579,1,-0.012335,True
F2,DOT-USD,SOL-USD,1h,1,1,cont,0,7708,-0.0040707,-42.275,1,1,-0.01695,False
F2,DOT-USD,SOL-USD,4h,3,3,cont,p80,198,-0.0024946,-1.1282,0.87245,1,0.025968,False
F2,DOT-USD,UNI-USD,1d,3,3,cont,p80,71,0.014366,1.5175,0.066823,1,0.0025604,True
F2,DOT-USD,UNI-USD,1h,3,3,cont,p80,871,-0.0027822,-3.4689,0.99973,1,-0.0038346,False
F2,DOT-USD,UNI-USD,4h,2,2,rev,p80,295,-0.0014481,-0.6362,0.73743,1,0.018653,False
F2,DOT-USD,XLM-USD,1d,1,1,cont,p80,135,0.0043205,0.62566,0.2663,1,0.029247,False
F2,DOT-USD,XLM-USD,1h,3,3,cont,p80,871,-0.0027018,-3.4218,0.99967,1,-0.017009,False
F2,DOT-USD,XLM-USD,4h,3,3,cont,p80,198,0.0019548,0.47933,0.32804,1,0.0055403,False
F2,DOT-USD,XRP-USD,1d,1,1,cont,p70,86,0.0066011,1.0543,0.14736,1,0.050733,False
F2,DOT-USD,XRP-USD,1h,3,3,rev,p80,880,-0.0032389,-4.3212,0.99999,1,-0.033392,False
F2,DOT-USD,XRP-USD,4h,3,3,cont,p80,198,0.000742,0.25742,0.40201,1,-0.013886,False
F2,ETH-USD,ADA-USD,1d,1,1,rev,p80,134,0.0071395,1.2717,0.10285,1,-0.059021,True
F2,ETH-USD,ADA-USD,1h,3,3,rev,p80,823,-0.0030585,-2.867,0.99787,1,-0.023772,False
F2,ETH-USD,ADA-USD,4h,3,3,cont,p70,304,-0.0020467,-0.83604,0.7981,1,0.016949,False
F2,ETH-USD,ATOM-USD,1d,1,1,rev,p70,206,0.01143,2.0491,0.020861,1,-0.064686,True
F2,ETH-USD,ATOM-USD,1h,1,1,cont,0,8078,-0.0041875,-45.409,1,1,-0.017284,False
F2,ETH-USD,ATOM-USD,4h,2,2,rev,p80,274,-0.0041593,-2.0002,0.97676,1,0.0029692,False
F2,ETH-USD,AVAX-USD,1d,3,3,cont,p80,65,0.0085796,0.68451,0.24806,1,-0.018291,True
F2,ETH-USD,AVAX-USD,1h,1,1,cont,0,8078,-0.0041308,-40.389,1,1,-0.012015,False
F2,ETH-USD,AVAX-USD,4h,3,3,rev,p80,202,-0.004528,-1.613,0.94584,1,-0.0060395,False
F2,ETH-USD,BCH-USD,1d,3,3,cont,p70,123,0.012678,1.2268,0.11114,1,-0.047296,True
F2,ETH-USD,BCH-USD,1h,1,1,cont,0,8078,-0.0040638,-43.956,1,1,-0.0050474,False
F2,ETH-USD,BCH-USD,4h,3,3,rev,p70,296,-0.0022289,-1.0921,0.86418,1,0.0072914,False
F2,ETH-USD,BTC-USD,1d,3,3,cont,p80,82,0.004199,0.58249,0.28093,1,-0.070314,True
F2,ETH-USD,BTC-USD,1h,1,1,cont,0,8078,-0.004017,-73.964,1,1,-0.0075119,False
F2,ETH-USD,BTC-USD,4h,3,3,rev,p80,202,-0.0044941,-3.1662,0.99911,1,-0.0055932,False
F2,ETH-USD,DOGE-USD,1d,2,2,cont,p80,96,0.014974,1.7073,0.045516,1,-0.059644,False
F2,ETH-USD,DOGE-USD,1h,3,3,rev,p80,823,-0.0035841,-4.4094,0.99999,1,-0.011382,False
F2,ETH-USD,DOGE-USD,4h,2,2,cont,p70,397,-0.0012679,-0.82508,0.80111,1,0.0041121,False
F2,ETH-USD,DOT-USD,1d,1,1,rev,p80,127,0.0034337,0.686,0.24699,1,-0.038191,True
F2,ETH-USD,DOT-USD,1h,1,1,cont,0,8078,-0.0041633,-41.386,1,1,-0.016448,False
F2,ETH-USD,DOT-USD,4h,2,2,rev,p80,274,-0.0032849,-1.5457,0.93833,1,-0.0045032,False
F2,ETH-USD,LINK-USD,1d,3,3,cont,0,326,0.0058515,1.324,0.093219,1,-0.038061,True
F2,ETH-USD,LINK-USD,1h,3,3,rev,p80,823,-0.0033656,-4.1633,0.99998,1,-0.013675,False
F2,ETH-USD,LINK-USD,4h,3,3,rev,p80,202,-0.0033007,-1.0963,0.86287,1,-0.011419,False
F2,ETH-USD,LTC-USD,1d,1,1,rev,p80,132,0.0023165,0.42283,0.33656,1,-0.04075,False
F2,ETH-USD,LTC-USD,1h,3,3,rev,p80,823,-0.0030973,-4.0908,0.99998,1,-0.020665,False
F2,ETH-USD,LTC-USD,4h,3,3,rev,p70,296,-0.0012059,-0.57544,0.71937,1,0.0019352,False
F2,ETH-USD,SHIB-USD,1d,3,3,cont,p70,103,0.031839,1.8611,0.032805,1,0.003952,True
F2,ETH-USD,SHIB-USD,1h,1,1,cont,0,8078,-0.0041322,-42.785,1,1,-0.016991,False
F2,ETH-USD,SHIB-USD,4h,3,3,rev,p80,202,-0.0030707,-1.2553,0.89458,1,-0.0074122,False
F2,ETH-USD,SOL-USD,1d,3,3,cont,0,286,0.0078795,1.4032,0.080829,1,-0.011131,True
F2,ETH-USD,SOL-USD,1h,3,3,rev,p80,823,-0.0033877,-4.555,1,1,-0.02038,False
F2,ETH-USD,SOL-USD,4h,3,3,rev,p80,202,-0.0051161,-2.066,0.97995,1,0.021689,False
F2,ETH-USD,UNI-USD,1d,3,3,cont,0,326,0.0067377,1.3282,0.092526,1,-0.052303,True
F2,ETH-USD,UNI-USD,1h,1,1,cont,0,8078,-0.0040868,-34.02,1,1,-0.016255,False
F2,ETH-USD,UNI-USD,4h,2,2,rev,p80,274,-0.00071222,-0.27414,0.60796,1,0.0027891,False
F2,ETH-USD,XLM-USD,1d,1,1,rev,p80,132,0.0068733,1.3542,0.088993,1,-0.019,False
F2,ETH-USD,XLM-USD,1h,3,3,cont,p80,859,-0.0030667,-4.1922,0.99999,1,-0.0070056,False
F2,ETH-USD,XLM-USD,4h,3,3,rev,p80,202,-0.0020872,-0.74478,0.77136,1,3.8603e-06,False
F2,ETH-USD,XRP-USD,1d,3,3,cont,0,120,0.0098865,1.3074,0.096805,1,0.084886,True
F2,ETH-USD,XRP-USD,1h,3,3,rev,p80,823,-0.0027267,-3.3538,0.99958,1,-0.026975,False
F2,ETH-USD,XRP-USD,4h,3,3,rev,p80,202,-0.0018901,-0.6234,0.73314,1,0.001742,False
F2,LINK-USD,ADA-USD,1d,3,1,rev,p80,122,0.010793,1.666,0.04915,1,-0.089903,True
F2,LINK-USD,ADA-USD,1h,3,3,rev,p80,825,-0.0029488,-2.645,0.99584,1,-0.01679,False
F2,LINK-USD,ADA-USD,4h,3,3,rev,p80,205,-0.0026511,-0.90144,0.82364,1,0.027863,False
F2,LINK-USD,ATOM-USD,1d,3,1,rev,p80,124,0.016565,2.0429,0.021601,1,-0.056527,True
F2,LINK-USD,ATOM-USD,1h,1,1,cont,0,7873,-0.0040914,-43.356,1,1,-0.0065271,False
F2,LINK-USD,ATOM-USD,4h,3,3,cont,p80,216,-0.0027949,-1.439,0.9242,1,0.026188,False
F2,LINK-USD,AVAX-USD,1d,3,1,rev,p80,107,0.0046902,0.66501,0.25374,1,-0.028349,True
F2,LINK-USD,AVAX-USD,1h,3,3,rev,p80,825,-0.0035666,-4.6027,1,1,-0.00565,False
F2,LINK-USD,AVAX-USD,4h,3,3,rev,p80,205,-0.0040319,-1.4668,0.92803,1,0.0022726,False
F2,LINK-USD,BCH-USD,1d,2,2,rev,p80,92,0.0060101,0.65634,0.25663,1,-0.044463,False
F2,LINK-USD,BCH-USD,1h,1,1,cont,0,7873,-0.0040119,-42.254,1,1,-0.000641,False
F2,LINK-USD,BCH-USD,4h,3,3,cont,p80,216,-0.0013878,-0.68351,0.759,1,0.018341,False
F2,LINK-USD,BTC-USD,1d,3,1,rev,p80,124,0.0030192,0.71002,0.23952,1,-0.078629,True
F2,LINK-USD,BTC-USD,1h,1,1,cont,0,7873,-0.0040304,-72.183,1,1,-0.0074855,False
F2,LINK-USD,BTC-USD,4h,3,3,cont,p80,216,-0.0026722,-2.2861,0.98863,1,0.010523,False
F2,LINK-USD,DOGE-USD,1d,1,1,rev,p80,124,0.0063758,1.0977,0.13723,1,-0.05155,True
F2,LINK-USD,DOGE-USD,1h,3,3,rev,p80,825,-0.0035447,-4.384,0.99999,1,-0.010264,False
F2,LINK-USD,DOGE-USD,4h,3,3,cont,p80,216,-0.00020665,-0.072888,0.52909,1,0.014306,False
F2,LINK-USD,DOT-USD,1d,2,2,rev,p80,83,0.0139,1.5428,0.06337,1,-0.02743,True
F2,LINK-USD,DOT-USD,1h,3,3,rev,p80,825,-0.0037236,-4.6169,1,1,-0.00059203,False
F2,LINK-USD,DOT-USD,4h,3,3,cont,p80,216,-0.003095,-1.3017,0.90279,1,0.021522,False
F2,LINK-USD,ETH-USD,1d,1,1,rev,p70,211,0.0031295,0.82832,0.20422,1,-0.065289,True
F2,LINK-USD,ETH-USD,1h,1,1,cont,0,7873,-0.0039494,-48.778,1,1,0.0086501,False
F2,LINK-USD,ETH-USD,4h,3,3,cont,p80,216,-0.002065,-1.157,0.87572,1,0.033889,False
F2,LINK-USD,LTC-USD,1d,3,1,rev,p80,124,0.004675,0.80438,0.21136,1,-0.055667,False
F2,LINK-USD,LTC-USD,1h,3,3,rev,p80,825,-0.0032463,-4.4231,0.99999,1,-0.011487,False
F2,LINK-USD,LTC-USD,4h,3,3,rev,p80,205,-0.0017422,-0.66563,0.7497,1,0.020256,False
F2,LINK-USD,SHIB-USD,1d,2,2,cont,p80,100,0.024707,1.8724,0.032054,1,-0.032861,True
F2,LINK-USD,SHIB-USD,1h,3,3,rev,p80,825,-0.0034672,-4.811,1,1,-0.013834,False
F2,LINK-USD,SHIB-USD,4h,3,3,rev,p80,205,-0.0028938,-1.1893,0.88317,1,0.0023832,False
F2,LINK-USD,SOL-USD,1d,2,2,rev,p80,83,0.01505,1.5157,0.066714,1,-0.0038569,True
F2,LINK-USD,SOL-USD,1h,1,1,cont,0,7873,-0.0040708,-42.901,1,1,-0.018384,False
F2,LINK-USD,SOL-USD,4h,3,3,cont,p80,216,-0.0013365,-0.6121,0.73978,1,0.028357,False
F2,LINK-USD,UNI-USD,1d,3,1,rev,p80,124,0.010793,1.4189,0.079232,1,-0.028044,True
F2,LINK-USD,UNI-USD,1h,1,1,cont,0,7873,-0.0040054,-33.476,1,1,-0.0069721,False
F2,LINK-USD,UNI-USD,4h,3,3,cont,p80,216,-0.0002951,-0.095853,0.53814,1,0.019381,False
F2,LINK-USD,XLM-USD,1d,2,1,rev,p80,130,0.0085589,1.6312,0.052647,1,-0.033077,True
F2,LINK-USD,XLM-USD,1h,3,3,cont,p80,888,-0.0029869,-3.5315,0.99978,1,-0.0040619,False
F2,LINK-USD,XLM-USD,4h,3,3,cont,p80,216,-0.00030304,-0.095936,0.53817,1,0.012512,False
F2,LINK-USD,XRP-USD,1d,1,1,cont,p80,68,0.011464,1.4017,0.082807,1,0.075526,True
F2,LINK-USD,XRP-USD,1h,3,3,rev,p80,825,-0.0025056,-2.8755,0.99793,1,-0.02489,False
F2,LINK-USD,XRP-USD,4h,3,3,cont,p80,216,1.7982e-05,0.0066976,0.49733,1,0.0099428,False
F2,LTC-USD,ADA-USD,1d,1,1,rev,p80,144,0.0063891,1.2791,0.10146,1,-0.086637,True
F2,LTC-USD,ADA-USD,1h,3,3,rev,p80,858,-0.0022674,-2.1858,0.98545,1,-0.020059,False
F2,LTC-USD,ADA-USD,4h,3,3,rev,p80,221,-0.0043449,-1.5048,0.94019,1,-0.0001616,False
F2,LTC-USD,ATOM-USD,1d,1,1,rev,p80,144,0.012334,1.7661,0.039754,1,-0.072123,True
F2,LTC-USD,ATOM-USD,1h,3,3,rev,p80,858,-0.0034023,-4.6932,1,1,0.0015645,False
F2,LTC-USD,ATOM-USD,4h,3,3,cont,p80,208,-0.0034524,-1.4377,0.92399,1,0.026996,False
F2,LTC-USD,AVAX-USD,1d,2,2,cont,p70,130,0.0039607,0.64704,0.25938,1,-0.03944,False
F2,LTC-USD,AVAX-USD,1h,3,3,rev,p80,858,-0.0030726,-4.2613,0.99999,1,-0.0081864,False
F2,LTC-USD,AVAX-USD,4h,3,3,cont,p80,208,-0.0048607,-1.8896,0.96989,1,-0.015611,False
F2,LTC-USD,BCH-USD,1d,2,2,cont,p80,116,0.016186,1.5613,0.060598,1,-0.034864,True
F2,LTC-USD,BCH-USD,1h,1,1,cont,0,7945,-0.0039709,-41.59,1,1,0.0058924,False
F2,LTC-USD,BCH-USD,4h,3,3,rev,p80,221,-0.0031438,-1.1407,0.87985,1,-0.015971,False
F2,LTC-USD,BTC-USD,1d,2,2,rev,p70,142,0.0032708,0.71382,0.23826,1,-0.076959,True
F2,LTC-USD,BTC-USD,1h,1,1,cont,0,7945,-0.0040196,-73.128,1,1,-0.0091164,False
F2,LTC-USD,BTC-USD,4h,3,3,rev,p80,221,-0.0025359,-1.8018,0.96474,1,-0.0024342,False
F2,LTC-USD,DOGE-USD,1d,1,1,rev,p70,197,0.0062166,1.3805,0.084497,1,-0.069656,True
F2,LTC-USD,DOGE-USD,1h,3,3,rev,p80,858,-0.0029383,-3.7645,0.99994,1,-0.0038958,False
F2,LTC-USD,DOGE-USD,4h,3,3,cont,p80,208,-0.0024298,-0.77713,0.78102,1,0.0009991,False
F2,LTC-USD,DOT-USD,1d,1,1,rev,p70,195,0.0013538,0.33509,0.36896,1,-0.047547,True
F2,LTC-USD,DOT-USD,1h,3,3,rev,p80,858,-0.0031189,-4.1799,0.99998,1,0.0056319,False
F2,LTC-USD,DOT-USD,4h,3,3,cont,p80,208,-0.002919,-0.98869,0.842,1,0.011878,False
F2,LTC-USD,ETH-USD,1d,1,1,rev,p70,219,0.0028055,0.7804,0.218,1,-0.055449,True
F2,LTC-USD,ETH-USD,1h,1,1,cont,0,7945,-0.0040107,-49.642,1,1,0.0062515,False
F2,LTC-USD,ETH-USD,4h,3,3,cont,p80,208,-0.0034403,-1.6457,0.94933,1,0.021175,False
F2,LTC-USD,LINK-USD,1d,2,2,cont,p70,160,0.0039557,0.58753,0.27884,1,-0.030767,False
F2,LTC-USD,LINK-USD,1h,3,3,rev,p80,858,-0.0027277,-3.541,0.99979,1,-0.00819,False
F2,LTC-USD,LINK-USD,4h,3,3,cont,p80,208,-0.0023085,-0.84863,0.80147,1,0.0010618,False
F2,LTC-USD,SHIB-USD,1d,3,3,cont,p80,61,0.039291,1.7015,0.047013,1,-0.013178,True
F2,LTC-USD,SHIB-USD,1h,1,1,cont,0,7945,-0.0041268,-41.174,1,1,-0.00045308,False
F2,LTC-USD,SHIB-USD,4h,3,3,rev,p80,221,-0.0040421,-1.6631,0.95437,1,-0.025597,False
F2,LTC-USD,SOL-USD,1d,1,1,rev,p80,134,0.0077771,1.2148,0.11329,1,-0.030287,True
F2,LTC-USD,SOL-USD,1h,3,3,rev,p80,858,-0.0027739,-4.041,0.99997,1,-0.017438,False
F2,LTC-USD,SOL-USD,4h,3,3,cont,p80,208,-0.0028901,-1.247,0.89624,1,0.0013816,False
F2,LTC-USD,UNI-USD,1d,2,2,rev,p70,142,0.011464,1.3625,0.087599,1,-0.060358,True
F2,LTC-USD,UNI-USD,1h,3,3,rev,p80,858,-0.0032993,-4.0612,0.99997,1,-0.0058383,False
F2,LTC-USD,UNI-USD,4h,3,3,cont,p80,208,-0.0029086,-0.91075,0.81826,1,0.0071584,False
F2,LTC-USD,XLM-USD,1d,2,1,cont,p80,157,0.008506,1.3319,0.092413,1,-0.046555,True
F2,LTC-USD,XLM-USD,1h,3,3,rev,p80,858,-0.002538,-3.1637,0.99956,1,-0.021347,False
F2,LTC-USD,XLM-USD,4h,3,3,cont,p80,208,-0.0014211,-0.4581,0.68074,1,-0.013678,False
F2,LTC-USD,XRP-USD,1d,3,3,cont,0,122,0.01061,1.3509,0.08963,1,0.059504,True
F2,LTC-USD,XRP-USD,1h,3,3,rev,p80,858,-0.0017175,-2.1459,0.98392,1,-0.03241,False
F2,LTC-USD,XRP-USD,4h,3,3,cont,p80,208,-0.00065406,-0.2221,0.59619,1,-0.025828,False
F2,SHIB-USD,ADA-USD,1d,2,2,cont,p70,116,0.003334,0.52542,0.30015,1,-0.067761,False
F2,SHIB-USD,ADA-USD,1h,3,3,rev,p80,851,-0.0027678,-2.6311,0.99567,1,-0.020147,False
F2,SHIB-USD,ADA-USD,4h,3,3,cont,p80,201,-0.0031082,-1.1765,0.88001,1,0.015768,False
F2,SHIB-USD,ATOM-USD,1d,3,1,cont,p80,124,0.0052427,1.005,0.15843,1,-0.0057054,True
F2,SHIB-USD,ATOM-USD,1h,1,1,cont,0,7331,-0.0040772,-40.945,1,1,-0.004703,False
F2,SHIB-USD,ATOM-USD,4h,3,3,cont,p80,201,-0.0022943,-1.0818,0.85967,1,0.0097454,False
F2,SHIB-USD,AVAX-USD,1d,3,1,cont,p80,123,0.0041785,0.85211,0.19791,1,-0.036999,False
F2,SHIB-USD,AVAX-USD,1h,3,3,rev,p80,851,-0.0034699,-4.6017,1,1,-0.0045176,False
F2,SHIB-USD,AVAX-USD,4h,2,2,rev,p80,292,-0.0023752,-1.2285,0.88987,1,-0.018048,False
F2,SHIB-USD,BCH-USD,1d,2,2,cont,p70,116,0.016423,1.7816,0.038724,1,0.011113,False
F2,SHIB-USD,BCH-USD,1h,3,3,rev,p80,851,-0.0031711,-4.6084,1,1,0.00078089,False
F2,SHIB-USD,BCH-USD,4h,2,2,rev,p80,292,-0.0027698,-1.6926,0.9542,1,-0.018077,False
F2,SHIB-USD,BTC-USD,1d,2,2,cont,p70,116,0.0049013,1.3333,0.092529,1,-0.013331,False
F2,SHIB-USD,BTC-USD,1h,1,1,cont,0,7331,-0.0039708,-68.386,1,1,-0.0066485,False
F2,SHIB-USD,BTC-USD,4h,3,3,rev,p80,220,-0.0035525,-2.7206,0.99648,1,0.0069099,False
F2,SHIB-USD,DOGE-USD,1d,2,2,cont,p70,116,0.022521,2.452,0.0078554,1,0.01665,True
F2,SHIB-USD,DOGE-USD,1h,3,3,rev,p80,851,-0.0028091,-3.47,0.9998,1,-0.0047239,False
F2,SHIB-USD,DOGE-USD,4h,3,3,cont,p80,201,-0.002226,-0.81868,0.79303,1,0.0049105,False
