family,lead,target,tf,L,H,direction,thr_name,n,mean_net,t,p,q,ic_L1H1,robust
F2,SHIB-USD,DOT-USD,1d,2,2,cont,p70,116,0.005037,0.75553,0.22574,1,-0.042511,False
F2,SHIB-USD,DOT-USD,1h,1,1,cont,0,7331,-0.0040711,-38.27,1,1,-0.0054417,False
F2,SHIB-USD,DOT-USD,4h,3,3,cont,p80,201,-0.0017598,-0.66962,0.75231,1,0.00020925,False
F2,SHIB-USD,ETH-USD,1d,2,2,cont,p70,116,0.0040224,0.93536,0.17578,1,-0.013729,False
F2,SHIB-USD,ETH-USD,1h,1,1,cont,0,7331,-0.0038868,-45.97,1,1,0.0031269,False
F2,SHIB-USD,ETH-USD,4h,3,3,cont,p80,201,-0.0028187,-1.5558,0.93934,1,0.022137,False
F2,SHIB-USD,LINK-USD,1d,2,2,cont,p70,116,0.0073909,1.105,0.13573,1,-0.029444,False
F2,SHIB-USD,LINK-USD,1h,3,3,rev,p80,851,-0.0028565,-3.6303,0.99985,1,-0.014592,False
F2,SHIB-USD,LINK-USD,4h,3,3,cont,p80,201,-0.0028149,-1.2669,0.89667,1,-0.018842,False
F2,SHIB-USD,LTC-USD,1d,3,1,cont,p80,124,0.0024617,0.68405,0.24762,1,-0.0079851,True
F2,SHIB-USD,LTC-USD,1h,3,3,rev,p80,851,-0.0030576,-4.1924,0.99999,1,-0.012742,False
F2,SHIB-USD,LTC-USD,4h,2,2,rev,p80,292,-0.00088403,-0.44338,0.67109,1,-0.015702,False
F2,SHIB-USD,SOL-USD,1d,3,3,cont,p80,60,0.011029,0.92814,0.17856,1,-0.035665,False
F2,SHIB-USD,SOL-USD,1h,3,3,rev,p80,851,-0.00297,-4.3397,0.99999,1,-0.021593,False
F2,SHIB-USD,SOL-USD,4h,3,3,rev,p80,220,-0.004396,-1.9085,0.97118,1,0.014408,False
F2,SHIB-USD,UNI-USD,1d,2,2,cont,p70,116,0.0051145,0.81484,0.20842,1,-0.011709,False
F2,SHIB-USD,UNI-USD,1h,3,3,cont,p80,848,-0.003332,-4.0225,0.99997,1,-0.011353,False
F2,SHIB-USD,UNI-USD,4h,2,2,rev,p80,292,-0.0014513,-0.63015,0.73545,1,0.0010792,False
F2,SHIB-USD,XLM-USD,1d,3,1,cont,p80,124,0.0018099,0.5027,0.30804,1,-0.01496,False
F2,SHIB-USD,XLM-USD,1h,3,3,rev,p80,851,-0.0028749,-3.6026,0.99983,1,-0.0059255,False
F2,SHIB-USD,XLM-USD,4h,2,2,rev,p80,292,-0.00026079,-0.12175,0.54868,1,-0.021292,False
F2,SHIB-USD,XRP-USD,1d,2,2,cont,p80,35,0.010377,1.1243,0.13438,1,0.020368,False
F2,SHIB-USD,XRP-USD,1h,3,3,rev,p80,851,-0.0024649,-2.9779,0.99863,1,-0.033296,False
F2,SHIB-USD,XRP-USD,4h,3,3,cont,p70,290,0.00043283,0.19067,0.42503,1,-0.021079,False
F2,SOL-USD,ADA-USD,1d,3,3,cont,0,260,0.0039197,0.81629,0.20754,1,-0.032168,False
F2,SOL-USD,ADA-USD,1h,3,3,rev,p80,859,-0.0030064,-2.9688,0.99858,1,-0.017182,False
F2,SOL-USD,ADA-USD,4h,3,3,rev,p70,307,-0.0026859,-1.1803,0.88089,1,0.02591,False
F2,SOL-USD,ATOM-USD,1d,2,2,cont,p80,101,0.01134,1.3613,0.088244,1,0.0033203,False
F2,SOL-USD,ATOM-USD,1h,1,1,cont,0,8078,-0.0041305,-44.645,1,1,-0.013028,False
F2,SOL-USD,ATOM-USD,4h,3,3,cont,p80,207,-0.0041055,-2.0725,0.98027,1,0.016359,False
F2,SOL-USD,AVAX-USD,1d,2,2,cont,p70,130,0.01142,1.7336,0.042691,1,0.0038978,False
F2,SOL-USD,AVAX-USD,1h,3,3,rev,p80,859,-0.003586,-4.8367,1,1,-0.0090156,False
F2,SOL-USD,AVAX-USD,4h,3,3,cont,p70,297,-0.0029842,-1.5767,0.94203,1,0.0098089,False
F2,SOL-USD,BCH-USD,1d,3,3,cont,0,260,0.0028411,0.53327,0.29715,1,-0.029392,False
F2,SOL-USD,BCH-USD,1h,1,1,cont,0,8078,-0.0040078,-43.663,1,1,0.0021753,False
F2,SOL-USD,BCH-USD,4h,3,3,cont,p80,207,-0.002365,-1.1556,0.89127,1,0.019623,False
F2,SOL-USD,BTC-USD,1d,3,3,cont,0,260,0.0022838,0.75004,0.22695,1,-0.047457,False
F2,SOL-USD,BTC-USD,1h,1,1,cont,0,8078,-0.004001,-73.592,1,1,-0.0013806,False
F2,SOL-USD,BTC-USD,4h,3,3,rev,p80,214,-0.003642,-2.5083,0.99357,1,0.027845,False
F2,SOL-USD,DOGE-USD,1d,2,2,cont,p70,147,0.011263,1.8402,0.033888,1,-0.054226,True
F2,SOL-USD,DOGE-USD,1h,3,3,rev,p80,859,-0.0032413,-4.2673,0.99999,1,-0.0067119,False
F2,SOL-USD,DOGE-USD,4h,3,3,cont,p70,297,-0.0018146,-0.8083,0.79508,1,0.02591,False
F2,SOL-USD,DOT-USD,1d,2,2,cont,p70,147,0.002032,0.32804,0.37167,1,0.0037997,False
F2,SOL-USD,DOT-USD,1h,3,3,rev,p80,859,-0.0036133,-4.8927,1,1,-0.011939,False
F2,SOL-USD,DOT-USD,4h,3,3,rev,p70,307,-0.004013,-1.9602,0.97456,1,0.0027483,False
F2,SOL-USD,ETH-USD,1d,3,3,cont,0,260,0.0021129,0.59127,0.27743,1,-0.0391,False
F2,SOL-USD,ETH-USD,1h,1,1,cont,0,8078,-0.0039376,-49.509,1,1,0.0109,False
F2,SOL-USD,ETH-USD,4h,3,3,cont,p70,297,-0.0024481,-1.491,0.93149,1,0.054818,False
F2,SOL-USD,LINK-USD,1d,3,3,cont,0,260,0.0019244,0.40178,0.34409,1,-0.013391,False
F2,SOL-USD,LINK-USD,1h,3,3,rev,p80,859,-0.0030262,-3.9119,0.99995,1,-0.010678,False
F2,SOL-USD,LINK-USD,4h,3,3,cont,p70,297,-0.0011089,-0.56415,0.71346,1,0.021421,False
F2,SOL-USD,LTC-USD,1d,3,3,cont,0,260,0.00061773,0.14118,0.44392,1,-0.032312,False
F2,SOL-USD,LTC-USD,1h,3,3,rev,p80,859,-0.0032181,-4.4288,0.99999,1,-0.013811,False
F2,SOL-USD,LTC-USD,4h,3,3,rev,p70,307,-0.0014802,-0.75233,0.77378,1,0.029027,False
F2,SOL-USD,SHIB-USD,1d,3,3,cont,0,241,0.016869,1.3778,0.084771,1,0.038434,True
F2,SOL-USD,SHIB-USD,1h,1,1,cont,0,8078,-0.0041186,-42.139,1,1,-0.0165,False
F2,SOL-USD,SHIB-USD,4h,3,3,rev,p80,214,-0.0035381,-1.5045,0.93303,1,0.0047921,False
F2,SOL-USD,UNI-USD,1d,2,2,rev,p80,74,0.016023,1.259,0.10602,1,-0.036497,True
F2,SOL-USD,UNI-USD,1h,1,1,cont,0,8078,-0.0041194,-34.601,1,1,-0.010238,False
F2,SOL-USD,UNI-USD,4h,3,3,cont,p80,207,-0.0027189,-0.98611,0.83738,1,0.027451,False
F2,SOL-USD,XLM-USD,1d,2,2,rev,p80,74,0.0062927,0.74976,0.22791,1,-0.004928,True
F2,SOL-USD,XLM-USD,1h,3,3,rev,p80,859,-0.0031478,-4.1616,0.99999,1,-0.007026,False
F2,SOL-USD,XLM-USD,4h,3,3,rev,p70,307,-0.0010661,-0.47058,0.68086,1,0.0044026,False
F2,SOL-USD,XRP-USD,1d,3,3,cont,0,115,0.01146,1.507,0.067294,1,0.053108,False
F2,SOL-USD,XRP-USD,1h,3,3,rev,p80,859,-0.0028699,-3.7796,0.99992,1,-0.018244,False
F2,SOL-USD,XRP-USD,4h,3,3,cont,p70,297,-0.00019113,-0.092561,0.53701,1,0.02354,False
F2,UNI-USD,ADA-USD,1d,3,1,rev,p70,196,0.0019457,0.42789,0.3346,1,-0.043795,True
F2,UNI-USD,ADA-USD,1h,3,3,rev,p80,851,-0.0026816,-2.6182,0.99619,1,-0.010152,False
F2,UNI-USD,ADA-USD,4h,3,3,rev,p80,212,-0.0047428,-1.6168,0.95564,1,0.024749,False
F2,UNI-USD,ATOM-USD,1d,2,2,rev,p80,97,0.017067,1.5079,0.067431,1,-0.043429,True
F2,UNI-USD,ATOM-USD,1h,3,3,rev,p80,851,-0.0036826,-4.9149,1,1,0.0018693,False
F2,UNI-USD,ATOM-USD,4h,3,3,cont,p70,300,-0.0028137,-1.623,0.94718,1,0.013966,False
F2,UNI-USD,AVAX-USD,1d,3,3,rev,0,250,0.00085457,0.14872,0.44095,1,-0.027442,False
F2,UNI-USD,AVAX-USD,1h,3,3,rev,p80,851,-0.0032551,-4.5122,1,1,0.00084975,False
F2,UNI-USD,AVAX-USD,4h,2,2,rev,p80,273,-0.0044997,-2.1351,0.98318,1,-0.0094481,False
F2,UNI-USD,BCH-USD,1d,3,3,cont,0,311,0.0027326,0.49716,0.30971,1,-0.020251,False
F2,UNI-USD,BCH-USD,1h,3,3,rev,p80,851,-0.0032441,-4.878,1,1,0.0035209,False
F2,UNI-USD,BCH-USD,4h,3,3,cont,p70,300,-0.0011429,-0.68854,0.76371,1,0.0016388,False
F2,UNI-USD,BTC-USD,1d,3,3,rev,0,304,0.0018907,0.58436,0.27971,1,-0.049695,False
F2,UNI-USD,BTC-USD,1h,1,1,cont,0,7804,-0.0039753,-71.744,1,1,0.0032436,False
F2,UNI-USD,BTC-USD,4h,3,3,rev,p80,212,-0.0046138,-3.5131,0.99985,1,0.0076936,False
F2,UNI-USD,DOGE-USD,1d,1,1,rev,p80,133,0.0038737,0.70576,0.24079,1,-0.050826,False
F2,UNI-USD,DOGE-USD,1h,3,3,rev,p80,851,-0.002905,-3.7932,0.99997,1,0.00043545,False
F2,UNI-USD,DOGE-USD,4h,3,3,cont,p70,300,-0.0026102,-1.2478,0.90215,1,0.0072605,False
F2,UNI-USD,DOT-USD,1d,2,2,rev,p80,90,0.0050172,0.56928,0.2853,1,-0.022755,True
F2,UNI-USD,DOT-USD,1h,3,3,rev,p80,851,-0.0033868,-4.4869,1,1,0.0024493,False
F2,UNI-USD,DOT-USD,4h,3,3,cont,p80,212,-0.0042768,-1.4956,0.93241,1,0.010847,False
F2,UNI-USD,ETH-USD,1d,3,3,cont,p80,81,0.0077477,0.96579,0.16853,1,-0.04047,True
F2,UNI-USD,ETH-USD,1h,1,1,cont,0,7804,-0.0038905,-48.154,1,1,0.013303,False
F2,UNI-USD,ETH-USD,4h,3,3,cont,p80,212,-0.0030116,-1.4741,0.92902,1,0.034878,False
F2,UNI-USD,LINK-USD,1d,3,3,rev,p80,70,0.012585,0.72701,0.23484,1,-0.02544,True
F2,UNI-USD,LINK-USD,1h,3,3,rev,p80,851,-0.0028024,-3.6878,0.99989,1,-0.0031135,False
F2,UNI-USD,LINK-USD,4h,3,3,cont,p70,300,-0.002621,-1.3898,0.91719,1,0.0010012,False
F2,UNI-USD,LTC-USD,1d,3,3,rev,p80,70,0.0083815,0.61419,0.27055,1,-0.026128,True
F2,UNI-USD,LTC-USD,1h,3,3,rev,p80,851,-0.0028675,-4.1026,0.99998,1,-0.0049816,False
F2,UNI-USD,LTC-USD,4h,2,2,rev,p80,273,-0.0036751,-1.8047,0.96389,1,0.017619,False
F2,UNI-USD,SHIB-USD,1d,3,3,cont,0,255,0.012256,1.1077,0.13452,1,-0.036873,True
F2,UNI-USD,SHIB-USD,1h,3,3,rev,p80,851,-0.0030784,-4.604,1,1,-0.0047021,False
F2,UNI-USD,SHIB-USD,4h,3,3,rev,p80,212,-0.004678,-1.9805,0.97816,1,-0.0037357,False
F2,UNI-USD,SOL-USD,1d,3,3,cont,0,274,0.0061655,1.0635,0.14425,1,-0.014994,False
F2,UNI-USD,SOL-USD,1h,3,3,rev,p80,851,-0.0027261,-4.0149,0.99997,1,-0.0088035,False
F2,UNI-USD,SOL-USD,4h,3,3,rev,p80,212,-0.0059252,-2.3769,0.99191,1,0.016192,False
F2,UNI-USD,XLM-USD,1d,2,2,rev,p80,97,0.011814,1.1582,0.12483,1,0.015385,True
F2,UNI-USD,XLM-USD,1h,3,3,rev,p80,851,-0.0029378,-3.6839,0.99989,1,-8.2915e-05,False
F2,UNI-USD,XLM-USD,4h,3,3,cont,p70,300,-0.00052127,-0.18937,0.57503,1,0.0066426,False
F2,UNI-USD,XRP-USD,1d,3,3,cont,0,120,0.0068041,0.87645,0.19128,1,0.051182,True
F2,UNI-USD,XRP-USD,1h,3,3,rev,p80,851,-0.0023696,-2.9525,0.99842,1,-0.015799,False
F2,UNI-USD,XRP-USD,4h,3,3,cont,p70,300,-0.00061114,-0.30965,0.62262,1,0.0035087,False
F2,XLM-USD,ADA-USD,1d,2,2,rev,p80,94,0.010599,1.2378,0.10945,1,-0.092341,True
F2,XLM-USD,ADA-USD,1h,3,3,rev,p80,846,-0.0026737,-2.5047,0.99472,1,-0.017404,False
F2,XLM-USD,ADA-USD,4h,3,3,cont,p80,219,-0.00079162,-0.22599,0.58963,1,0.0112,False
F2,XLM-USD,ATOM-USD,1d,1,1,rev,p80,146,0.016886,2.3423,0.010263,1,-0.051373,True
F2,XLM-USD,ATOM-USD,1h,1,1,cont,0,7851,-0.0040584,-42.569,1,1,0.006657,False
F2,XLM-USD,ATOM-USD,4h,3,3,cont,p80,219,-0.0022632,-1.0485,0.8522,1,0.025531,False
F2,XLM-USD,AVAX-USD,1d,3,3,cont,p70,84,0.017304,1.822,0.036027,1,-0.027167,False
F2,XLM-USD,AVAX-USD,1h,3,3,rev,p80,846,-0.0032787,-4.2139,1,1,0.0020745,False
F2,XLM-USD,AVAX-USD,4h,3,1,rev,p80,377,-0.001614,-1.169,0.87843,1,-0.018288,False
F2,XLM-USD,BCH-USD,1d,3,3,cont,p80,72,0.025607,1.6535,0.051319,1,-0.039583,True
F2,XLM-USD,BCH-USD,1h,3,3,rev,p80,846,-0.0027857,-3.9987,0.99998,1,0.013484,False
F2,XLM-USD,BCH-USD,4h,2,2,rev,p80,271,-0.0019286,-0.97237,0.85239,1,-0.032174,False
F2,XLM-USD,BTC-USD,1d,2,2,rev,p80,99,0.0032199,0.61767,0.26911,1,-0.033213,True
F2,XLM-USD,BTC-USD,1h,1,1,cont,0,7851,-0.003986,-71.437,1,1,0.00093221,False
F2,XLM-USD,BTC-USD,4h,3,3,rev,p80,209,-0.0036917,-2.5198,0.99375,1,0.011074,False
F2,XLM-USD,DOGE-USD,1d,3,3,cont,p70,93,0.016438,1.5796,0.058817,1,-0.05203,False
F2,XLM-USD,DOGE-USD,1h,3,3,rev,p80,846,-0.0033258,-4.1866,0.99999,1,-0.00050612,False
F2,XLM-USD,DOGE-USD,4h,3,3,cont,p80,219,-0.0022049,-0.86543,0.8236,1,0.0047961,False
F2,XLM-USD,DOT-USD,1d,3,3,cont,p70,91,0.0095912,1.0867,0.14003,1,-0.018559,False
F2,XLM-USD,DOT-USD,1h,3,3,rev,p80,846,-0.0036961,-4.7439,1,1,0.0098487,False
F2,XLM-USD,DOT-USD,4h,3,3,cont,p80,219,-0.0022486,-0.89152,0.81318,1,0.0082925,False
F2,XLM-USD,ETH-USD,1d,3,3,cont,p80,72,0.0084726,1.1928,0.11846,1,-0.046022,True
F2,XLM-USD,ETH-USD,1h,1,1,cont,0,7851,-0.0039547,-49.367,1,1,0.010812,False
F2,XLM-USD,ETH-USD,4h,3,3,cont,p80,219,-0.002946,-1.6674,0.95156,1,0.015525,False
F2,XLM-USD,LINK-USD,1d,3,3,cont,p80,72,0.031715,2.8001,0.0032878,1,-0.02823,True
F2,XLM-USD,LINK-USD,1h,3,3,rev,p80,846,-0.0026211,-3.1889,0.99927,1,0.0036175,False
F2,XLM-USD,LINK-USD,4h,3,3,cont,p80,219,-0.0012061,-0.53772,0.70434,1,0.0080762,False
F2,XLM-USD,LTC-USD,1d,3,3,cont,p80,72,0.01857,1.7662,0.04083,1,-0.047949,True
F2,XLM-USD,LTC-USD,1h,3,3,rev,p80,846,-0.0030435,-4.0641,0.99999,1,0.0015038,False
F2,XLM-USD,LTC-USD,4h,3,3,cont,p80,219,-0.0014625,-0.70045,0.76036,1,-0.012106,False
F2,XLM-USD,SHIB-USD,1d,3,3,cont,p70,84,0.022734,1.5042,0.068161,1,-0.034131,True
F2,XLM-USD,SHIB-USD,1h,1,1,cont,0,7851,-0.0040235,-40.497,1,1,0.0023403,False
F2,XLM-USD,SHIB-USD,4h,3,3,rev,p80,209,-0.00099438,-0.39787,0.65555,1,-0.022794,False
F2,XLM-USD,SOL-USD,1d,3,3,cont,p70,91,0.021699,2.0401,0.022138,1,-0.0073764,True
F2,XLM-USD,SOL-USD,1h,3,3,rev,p80,846,-0.0028351,-4.0068,0.99998,1,-0.0039028,False
F2,XLM-USD,SOL-USD,4h,3,3,rev,p80,209,-0.0037592,-1.5157,0.93445,1,0.01204,False
F2,XLM-USD,UNI-USD,1d,2,2,rev,p80,99,0.013313,1.3307,0.093186,1,-0.033051,True
F2,XLM-USD,UNI-USD,1h,3,3,rev,p80,846,-0.0033284,-3.989,0.99996,1,0.0087202,False
F2,XLM-USD,UNI-USD,4h,3,3,cont,p80,219,0.00086054,0.27114,0.4004,1,0.012162,False
F2,XLM-USD,XRP-USD,1d,1,1,cont,p70,84,0.015573,1.9934,0.024748,1,0.12448,True
F2,XLM-USD,XRP-USD,1h,3,3,rev,p80,846,-0.0024558,-2.9724,0.99911,1,-0.025511,False
F2,XLM-USD,XRP-USD,4h,3,3,cont,p80,219,0.0025826,0.93009,0.17668,1,-0.0092399,False
F2,XRP-USD,ADA-USD,1d,3,3,cont,0,115,0.013339,1.5906,0.057231,1,0.04074,False
F2,XRP-USD,ADA-USD,1h,3,3,rev,p80,830,-0.0026889,-2.5107,0.99388,1,-0.017085,False
F2,XRP-USD,ADA-USD,4h,3,3,cont,p80,204,-0.0016264,-0.44404,0.67126,1,0.014052,False
F2,XRP-USD,ATOM-USD,1d,2,2,rev,p80,32,0.014195,1.3197,0.098296,1,-0.012815,True
F2,XRP-USD,ATOM-USD,1h,3,3,rev,p80,830,-0.0033422,-4.3851,0.99999,1,0.0012923,False
F2,XRP-USD,ATOM-USD,4h,2,2,rev,p80,269,-0.0034097,-1.5195,0.93821,1,0.030266,False
F2,XRP-USD,AVAX-USD,1d,3,3,cont,p70,40,0.023445,1.4165,0.082283,1,0.048912,False
F2,XRP-USD,AVAX-USD,1h,3,3,rev,p80,830,-0.0033264,-4.2888,0.99999,1,-0.00336,False
F2,XRP-USD,AVAX-USD,4h,3,3,rev,p80,203,-0.004672,-1.6928,0.95661,1,-0.0038518,False
F2,XRP-USD,BCH-USD,1d,3,3,cont,0,119,0.005084,0.56564,0.28636,1,0.0045839,False
F2,XRP-USD,BCH-USD,1h,3,3,rev,p80,830,-0.0029906,-4.412,0.99999,1,0.011653,False
F2,XRP-USD,BCH-USD,4h,3,3,cont,p80,204,-0.0026385,-1.2553,0.89805,1,-0.0098242,False
F2,XRP-USD,BTC-USD,1d,2,2,cont,0,163,0.0035289,1.1045,0.1355,1,0.04835,True
F2,XRP-USD,BTC-USD,1h,1,1,cont,0,7975,-0.0039663,-71.774,1,1,-0.0018904,False
F2,XRP-USD,BTC-USD,4h,3,3,rev,p80,203,-0.0036147,-2.4811,0.99304,1,0.021578,False
F2,XRP-USD,DOGE-USD,1d,3,3,cont,0,115,0.015502,1.5735,0.059188,1,0.0055828,False
F2,XRP-USD,DOGE-USD,1h,3,3,rev,p80,830,-0.0032396,-4.0441,0.99998,1,-0.0067554,False
F2,XRP-USD,DOGE-USD,4h,3,3,rev,p80,203,-0.0019442,-0.70124,0.76011,1,-0.00012928,False
F2,XRP-USD,DOT-USD,1d,2,1,cont,p80,56,0.0087513,0.98067,0.16552,1,0.049863,False
F2,XRP-USD,DOT-USD,1h,3,3,rev,p80,830,-0.0035815,-4.7004,1,1,0.00010315,False
F2,XRP-USD,DOT-USD,4h,3,3,rev,p80,203,-0.003724,-1.3372,0.91639,1,0.0063597,False
F2,XRP-USD,ETH-USD,1d,1,1,rev,p80,50,0.0088352,1.1127,0.13563,1,-0.018484,True
F2,XRP-USD,ETH-USD,1h,1,1,cont,0,7975,-0.0038953,-48.609,1,1,0.015184,False
F2,XRP-USD,ETH-USD,4h,3,3,cont,p80,204,-0.0042539,-2.0661,0.97996,1,0.032201,False
F2,XRP-USD,LINK-USD,1d,2,1,cont,p80,59,0.022506,2.1259,0.018892,1,0.042814,True
F2,XRP-USD,LINK-USD,1h,3,3,rev,p80,830,-0.0026128,-3.1734,0.99927,1,0.0003604,False
F2,XRP-USD,LINK-USD,4h,3,3,cont,p80,204,-0.0024062,-0.89958,0.81529,1,0.022802,False
F2,XRP-USD,LTC-USD,1d,2,1,cont,p80,59,0.0051217,0.7395,0.23129,1,0.05604,True
F2,XRP-USD,LTC-USD,1h,3,3,rev,p80,830,-0.0031065,-4.276,0.99999,1,-0.0029379,False
F2,XRP-USD,LTC-USD,4h,2,2,rev,p70,405,-0.001197,-0.76832,0.77863,1,0.011923,False
F2,XRP-USD,SHIB-USD,1d,3,3,cont,0,115,0.013642,1.1363,0.12911,1,-0.042532,False
F2,XRP-USD,SHIB-USD,1h,3,3,rev,p80,830,-0.0032912,-4.5221,1,1,-0.0055269,False
F2,XRP-USD,SHIB-USD,4h,3,3,rev,p80,203,-0.0013135,-0.51982,0.70036,1,-0.02002,False
F2,XRP-USD,SOL-USD,1d,2,2,rev,p70,51,0.01761,1.6691,0.050674,1,-0.029692,False
F2,XRP-USD,SOL-USD,1h,3,3,rev,p80,830,-0.0028009,-3.8363,0.99993,1,-0.0087209,False
F2,XRP-USD,SOL-USD,4h,3,3,cont,p80,204,-0.0035397,-1.618,0.9464,1,0.016011,False
F2,XRP-USD,UNI-USD,1d,2,2,rev,p80,32,0.027158,1.7316,0.046644,1,0.00045114,True
F2,XRP-USD,UNI-USD,1h,3,3,cont,p80,864,-0.0032176,-4.1986,0.99999,1,-0.0039296,False
F2,XRP-USD,UNI-USD,4h,3,3,cont,p80,204,-0.0011668,-0.34077,0.63319,1,0.015668,False
F2,XRP-USD,XLM-USD,1d,2,1,cont,p70,86,0.015815,1.4086,0.081306,1,0.066075,True
F2,XRP-USD,XLM-USD,1h,3,3,rev,p80,830,-0.0021125,-2.4594,0.99616,1,0.0076158,False
F2,XRP-USD,XLM-USD,4h,3,3,cont,p80,204,0.002145,0.50369,0.32503,1,-0.010013,False
F3,COIN,ADA-USD,1d,3,1,rev,p80,78,0.0073415,1.0554,0.14727,1,-0.043622,True
F3,COIN,ADA-USD,1h,3,3,rev,p80,34,-0.00113,-0.54962,0.70686,1,-0.076186,False
F3,COIN,ADA-USD,4h,2,1,rev,p70,16,0.0034874,0.82961,0.20988,1,-0.15941,False
F3,COIN,ATOM-USD,1d,3,1,rev,p80,78,0.0060707,0.72966,0.23391,1,-0.00070278,False
F3,COIN,ATOM-USD,1h,3,3,rev,p80,34,-0.0033568,-1.4139,0.91662,1,-0.027034,False
F3,COIN,ATOM-USD,4h,2,2,rev,p70,15,0.0060323,1.262,0.11378,1,-0.14983,False
F3,COIN,AVAX-USD,1d,2,2,cont,0,257,0.0031204,0.66065,0.25472,1,0.014873,False
F3,COIN,AVAX-USD,1h,1,1,rev,p80,61,-2.0876e-05,-0.018353,0.50729,1,-0.11815,False
F3,COIN,AVAX-USD,4h,2,1,rev,p80,9,0.0050444,0.68643,0.25592,1,-0.18056,False
F3,COIN,BCH-USD,1d,2,1,rev,p80,72,0.0013406,0.18974,0.42503,1,-0.013047,False
F3,COIN,BCH-USD,1h,3,3,rev,p80,34,-0.0027654,-0.96623,0.82993,1,-0.10076,False
F3,COIN,BCH-USD,4h,2,1,rev,p80,9,0.0059909,1.1675,0.13831,1,-0.18428,False
F3,COIN,BTC-USD,1d,3,3,cont,p80,68,-0.0001682,-0.025625,0.51018,1,-0.024107,False
F3,COIN,BTC-USD,1h,3,3,cont,p80,35,-0.00076873,-0.47302,0.68039,1,-0.030669,False
F3,COIN,BTC-USD,4h,2,1,rev,p80,9,0.0046068,1.1937,0.1334,1,-0.20663,False
F3,COIN,DOGE-USD,1d,2,2,cont,p80,85,0.012495,1.5942,0.057328,1,0.001741,True
F3,COIN,DOGE-USD,1h,3,3,cont,p80,35,-0.00083276,-0.29951,0.61681,1,-0.04345,False
F3,COIN,DOGE-USD,4h,2,1,rev,p80,9,0.0067537,1.4233,0.096233,1,-0.23867,False
F3,COIN,DOT-USD,1d,2,2,rev,p80,50,0.0049742,0.46697,0.3213,1,-0.011666,True
F3,COIN,DOT-USD,1h,3,3,cont,p80,35,0.0016615,0.63517,0.30783,1,-0.044794,False
F3,COIN,DOT-USD,4h,2,1,rev,p80,9,0.0050576,0.81025,0.22062,1,-0.047296,False
F3,COIN,ETH-USD,1d,3,3,cont,p80,68,0.005182,0.71918,0.23726,1,-0.0024829,False
F3,COIN,ETH-USD,1h,3,3,cont,p80,35,-0.0011411,-0.51532,0.69911,1,-0.036338,False
F3,COIN,ETH-USD,4h,2,1,rev,p80,9,0.0066049,1.3322,0.10975,1,-0.15125,False
F3,COIN,LINK-USD,1d,3,1,rev,p80,78,0.0061852,0.84822,0.19947,1,-0.0058129,True
F3,COIN,LINK-USD,1h,3,3,rev,p80,34,-0.001428,-0.63076,0.73373,1,-0.048447,False
F3,COIN,LINK-USD,4h,2,1,rev,p80,9,0.007945,1.4681,0.090126,1,-0.20203,False
F3,COIN,LTC-USD,1d,3,1,rev,p80,78,0.0065002,1.0098,0.15788,1,-0.023093,False
F3,COIN,LTC-USD,1h,3,3,rev,p80,34,-0.001155,-0.56022,0.71051,1,-0.03511,False
F3,COIN,LTC-USD,4h,1,1,rev,p80,20,0.0021689,0.95081,0.17682,1,-0.196,False
F3,COIN,SHIB-USD,1d,2,2,cont,0,259,0.0086611,1.2172,0.11233,1,-0.017881,True
F3,COIN,SHIB-USD,1h,3,3,rev,p80,34,-0.001185,-0.58328,0.71816,1,-0.014403,False
F3,COIN,SHIB-USD,4h,2,1,rev,p80,9,0.0058212,1.3575,0.10584,1,-0.25262,False
F3,COIN,SOL-USD,1d,3,3,cont,p70,85,0.01361,1.4144,0.080469,1,0.03817,False
F3,COIN,SOL-USD,1h,3,3,cont,p80,35,-1.8631e-05,-0.00759,0.50302,1,-0.076964,False
F3,COIN,SOL-USD,4h,2,1,rev,p80,9,0.004497,0.76514,0.23308,1,-0.1295,False
F3,COIN,UNI-USD,1d,3,1,rev,p80,78,0.006539,0.83173,0.20407,1,0.0092996,True
F3,COIN,UNI-USD,1h,1,1,rev,p80,61,6.5342e-05,0.049147,0.48048,1,-0.055106,False
F3,COIN,UNI-USD,4h,2,1,rev,p80,9,0.0093223,1.1766,0.13659,1,-0.13619,False
F3,COIN,XLM-USD,1d,3,3,cont,p80,68,0.010867,1.0993,0.13779,1,0.0096297,False
F3,COIN,XLM-USD,1h,3,3,cont,p80,35,0.0010666,0.34933,0.3645,1,-0.028472,False
F3,COIN,XLM-USD,4h,2,1,rev,p80,9,0.0064649,0.82527,0.21657,1,-0.07462,False
F3,COIN,XRP-USD,1d,3,3,cont,p80,27,0.02612,1.783,0.043137,1,0.022374,False
F3,COIN,XRP-USD,1h,3,3,cont,p80,35,-0.00013469,-0.058961,0.52388,1,-0.030594,False
F3,COIN,XRP-USD,4h,2,1,rev,p80,9,0.0016903,0.45963,0.32901,1,-0.1902,False
F3,MSTR,ADA-USD,1d,3,3,cont,p70,93,0.011076,1.4222,0.079179,1,-0.078191,True
F3,MSTR,ADA-USD,1h,3,3,rev,p80,32,-0.0024444,-1.1059,0.86137,1,-0.056436,False
F3,MSTR,ADA-USD,4h,1,1,rev,p70,29,0.00030248,0.12021,0.45259,1,-0.20394,False
